"facility_id","facility","location","town_or_city"
779,"CHITTENANGO - V STP","TOWPATH RD CHITTENANGO 13037","SULLIVAN"
780,"CPP - SYRACUSE","901 E GENESEE ST CHITTENANGO 13037","SULLIVAN"
781,"NYS CHITTENANGO SERVICE AREA","MP 266 W - NYS THRUWAY SULLIVAN 13037","SULLIVAN"
782,"METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD W Syracuse 13204","SYRACUSE"
783,"EAST SYRACUSE BIOLOGICS MANUFACTURING FACILITY","3551 BURNET AVE SYRACUSE 13221","DEWITT"
784,"CARRIER CORP THOMPSON RD SITE","6304 THOMPSON RD Dewitt 13221","DEWITT"
785,"SYRACUSE HAULERS WASTE REMOVAL INC","6223 THOMPSON RD - PLANT 1 Dewitt 13206","DEWITT"
786,"SUNNYSIDE NURSING HOME","7000 COLLAMER RD EAST SYRACUSE 13057","MANLIUS"
787,"JORDAN STP","30 FOOTE ST Elbridge 13080","ELBRIDGE"
788,"HONEYWELL INTERNATIONAL INC","1700 MILTON AVE SOLVAY 13209","GEDDES"
789,"FRAZER AND JONES CO DIV EASTERN CO","3000 MILTON AVE SOLVAY 13209","GEDDES"
790,"LAFAYETTE CTL HIGH SCHOOL","3122 US RTE 11 Lafayette 13084","LAFAYETTE"
791,"ANHEUSER BUSCH BALDWINSVILLE BREWERY","2885 BELGIUM RD BALDWINSVILLE 13027","LYSANDER"
792,"CSX TRANSPORTATION DEWITT YARD","6200 GIRDEN RD EAST SYRACUSE 13057","MANLIUS"
793,"MEADOWBROOK LIMESTONE WWTP","7530 MANLIUS CENTER RD KIRKVILLE 13082","MANLIUS"
794,"MARCELLUS - V STP","6 Mile High Dr Marcellus 13108","MARCELLUS"
795,"OTISCO LAKE WTP","2460 LAWRENCE RD MARCELLUS 13108","MARCELLUS"
796,"SKANEATELES (V) WWTP","26 FENNELL ST SKANEATELES 13152","SKANEATELES"
797,"WELCH ALLYN INC","4341 STATE STREET RD Skaneateles 13153","SKANEATELES"
798,"TULLY - V STP","GROVE ST TULLY 13159","TULLY"
799,"NYS WARNERS SERVICE AREA","I-90 THRUWAY MP 292 WB CAMILLUS 13027","VAN BUREN"
800,"HUHTAMAKI INC","100 STATE ST Fulton (Oswego) 13069","FULTON"
801,"WT TERMINAL OSWEGO LLC","1 W VANBUREN ST OSWEGO 13126","OSWEGO"
802,"SALMON RIVER FISH HATCHERY","2133 CO RTE 22 ALTMAR 13302","ALBION"
803,"AURA A COLE ELEM SCHOOL","1683 ST RTE 49 CONSTANTIA 13044","CONSTANTIA"
804,"LAKEVIEW MOBILE HOME PARK","1302 ST RTE 49 CONSTANTIA 13044","CONSTANTIA"
805,"HANNIBAL JR/SR HIGH SCHOOL","928 CAYUGA ST HANNIBAL 13074","HANNIBAL"
806,"CENTRAL SQUARE - V STP","ST RTE 49 E - S SIDE CENTRAL SQUARE 13036","HASTINGS"
807,"LAZY LOU'S CAMPGROUND","159 LADD RD MEXICO 13114","MEXICO"
808,"MEXICO - V STP","ACADEMY ST MEXICO 13114","MEXICO"
809,"MINETTO - T WPCP","26 Andres Dr Minetto 13126","MINETTO"
810,"UNITY ACRES","2990 CO RTE 2 Orwell 13426","ORWELL"
811,"ONTARIO WTP","1633 RATHBURN RD OSWEGO 13126","OSWEGO"
812,"OSWEGO CO CAMP HOLLIS","40 HEALTH CAMP RD OSWEGO 13126","OSWEGO"
813,"THOMPSON MANOR","THOMPSON RD OSWEGO 13126","OSWEGO"
814,"BASS LAKE RESORT","132 CRIM RD PARISH 13131","PARISH"
815,"PARISH - V STP","RED MILL RD PARISH 13131","PARISH"
816,"FULTON BOILER WORKS","3981 PORT & JEFFERSON STS PULASKI 13142","RICHLAND"
817,"OSWEGO CO HIGHWAY GARAGE AT PULASKI","CO RT 2A RICHLAND 13142","RICHLAND"
818,"PULASKI - V STP","48 RIVERVIEW DR Richland 13142","RICHLAND"
819,"HANSON - LACONA PLANT NORTH","48 SALISBURY ST Sandy Creek 13083","SANDY CREEK"
820,"GREEN HAVEN COMMUNITY","332 ELLISBURG ST Sandy Creek 13145","SANDY CREEK"
821,"CONIFER MOBILE VILLAGE","681 CO RTE 54 SCHROEPPEL 13135","SCHROEPPEL"
822,"PHOENIX - V STP","NORTH ST PHOENIX 13135","SCHROEPPEL"
823,"SUBURBAN PROPANE GAS CORP","56 CO RTE 57A PHOENIX 13135","SCHROEPPEL"
824,"THREE RIVERS PLAZA","219 CO RTE 57 PHOENIX 13135","SCHROEPPEL"
825,"HILLCREST EAST MHP","5350 ST RTE 104 OSWEGO 13126","SCRIBA"
826,"FITZPATRICK NUCLEAR POWER PLANT","268 LAKE RD E LYCOMING 13093","SCRIBA"
827,"SENECA HILL ESTATES","3688-3692 CO RTE 57 VOLNEY 13126","VOLNEY"
828,"OSWEGO CO ENERGY RECOVERY FAC","2801 ST RTE 481 FULTON 13069","VOLNEY"
829,"OMEGA WIRE INC - WILLIAMSTOWN NY FACILITY","572 ST RTE 13 Williamstown 13493","WILLIAMSTOWN"
830,"LEPRINO FOODS","400 LEPRINO AVE BARTON 13734","BARTON"
831,"WAVERLY - V STP","424 CAYUTA AVE (ST RTE 34) Barton 14892","BARTON"
832,"NYSDOT NICHOLS COMFORT STA","RTE 17 STE Nichols 13812","NICHOLS"
833,"GLENWOOD APARTMENTS","1 MAPLEWOOD RD ITHACA 14850","ULYSSES"
834,"ITHACA AREA WASTEWATER TREATMENT FAC","525 THIRD ST ITHACA 14850","ITHACA"
835,"ITHACA - C WTR FILT PLT","202 WATER ST ITHACA 14850","ITHACA"
836,"DRYDEN - V STP","WALL ST DRYDEN 13053","DRYDEN"
837,"HANSHAW VILLAGE MHP","7 LAKE COUNTRY AVE|E OF HANSHAW RD ITHACA 14850","DRYDEN"
838,"GROTON - V STP","205 Cayuga St Groton 13073","GROTON"
839,"SPRINGBROOK APARTMENTS","277 RIDGE RD LANSING 14882","LANSING"
840,"WOODSEDGE APARTMENTS","100 WOODSEDGE DR LANSING 14882","LANSING"
841,"NEWFIELD CONVENIENCE LLC","1253 W DANBY RD NEWFIELD 14867","NEWFIELD"
842,"FRANZISKA RACKER CENTERS","3226 WILKINS RD ULYSSES 14886","ULYSSES"
843,"TRUMANSBURG - V STP","35 LAKE ST TRUMANSBURG 14886","ULYSSES"
844,"V/CORNWALL-ON-HUDSON BLACK ROCK WTP","100 PECKS RD CORNWALL 12518","CORNWALL"
845,"TITUS MOUNTAIN FAMILY SKI CENTER","215 JOHNSON RD Malone 12953","MALONE"
846,"CITY OF OLEAN WATER SUPPLY SYSTEM","CITYWIDE OLEAN 14760","OLEAN"
847,"YOUNGSTOWN MOBILE HOME PARK","999 BALMER RD YOUNGSTOWN 14174","PORTER"
848,"CHERRY VALLEY NEW KUMENSTOCK FARM K-12","597 CO RTE 54 CHERRY VALLEY 13320","CHERRY VALLEY"
849,"HUNTER MOUNTAIN SKI BOWL","64 Klein Ave Hunter 12450","HUNTER"
850,"Heidelberg Materials' Cementon/Alsen Quarry","120 Alpha Blvd, US Rte 9W Catskill 12415","CATSKILL"
851,"CSX SELKIRK YARD","ST RTE 32 EXTENDING SOUTH & EAST TO US RTE 9W FEURA BUSH TO SELKIRK 12158","BETHLEHEM"
852,"COBLESKILL - V WTP","DOW ST COBLESKILL 12043","COBLESKILL"
853,"DRESSER-RAND TURBODYNE DIVISION","37 COATS ST WELLSVILLE 14895","WELLSVILLE"
854,"U S ARMY WATERVLIET ARSENAL","1 Buffington Street Watervliet 12189","WATERVLIET"
855,"REWORLD NIAGARA I, LLC","100 ENERGY BLVD AT 56TH ST Niagara Falls 14304","NIAGARA FALLS"
856,"GE GLOBAL RESEARCH CENTER","1 RESEARCH CIR NISKAYUNA 12309","NISKAYUNA"
857,"BARCELONA HARBOR MARINA","ST RTE 5 - EAST LAKE RD BARCELONA 14787","WESTFIELD"
858,"ALFRED WASTEWATER TREATMENT PLANT","198 N MAIN ST ALFRED 14802","ALFRED"
859,"COLONIE MOHAWK RIVER PARK","69 SCHERMERHORN RD COHOES 12047","COLONIE"
860,"STRATFORD FARMS","BOWER RD POUGHKEEPSIE","PLEASANT VALLEY:POUGHKEEPSIE"
861,"LONG LAKE WATER FILTRATION PLANT","NORTHVILLE LK PLACID TRAIL|SANDY CREEK LONG LAKE 12847","LONG LAKE"
862,"SHPP US LLC","1 NORYL AVE Bethlehem 12158","BETHLEHEM"
863,"ROLLING HILLS MOBILE HOME PARK","148 OLD RAVENA RD Coeymans 12158","COEYMANS"
864,"WADHAMS SEWER DISTRICT WWTF","834 ST RTE 22 WADHAMS 12993","WESTPORT"
865,"DEERHAVEN MOBILE HOME PARK","1226 ALBANY POST RD GARDINER","GARDINER"
866,"NYS EMPIRE STATE PLAZA","BETWEEN MADISON AVE & SWAN, STATE, & EAGLE STS Albany 12242","ALBANY"
867,"COLDEN MILL RESTAURANT","8348 BOSTON COLDEN RD COLDEN 14033","COLDEN"
868,"SLEEPY HOLLOW LAKE STP","194 N Washington St Athens 12015","ATHENS"
869,"CEDAR ACRES TRAILER PARK","HOAGS CORNERS RD SCHODACK 12033","SCHODACK"
870,"ALBANY - C COMBINED SEWER OVERFLOWS","HUDSON RIVER Albany 12207","ALBANY"
871,"BUCKEYE ALBANY TERMINAL LLC","301 NORMANSKILL ST|Port Of Albany Albany 12202","ALBANY"
872,"GLOBAL COMPANIES LLC - ALBANY TERMINAL","50 CHURCH ST - PORT OF ALBANY Albany 12202","ALBANY"
873,"COHOES - C COMBINED SEWER OVERFLOWS","CITYWIDE COHOES 12047","COHOES"
874,"WATERVLIET - V COMBINED SEWER OVERFLOWS","HUDSON RIVER WATERVLIET 12189","WATERVLIET"
875,"PINE MHP","1209 HELDERBERG TRAIL BERNE 12023","BERNE"
876,"MAPLE INN","141 WARNER LAKE RD EAST BERNE 12059","BERNE"
877,"WOODSTOCK LAKE ASSOC","735 WOODSTOCK RD EAST BERNE 12059","BERNE"
878,"AIR PRODUCTS & CHEMICALS","461 RIVER RD (ST RTE 144) GLENMONT 12077","BETHLEHEM"
879,"ALBANY - C FEURA BUSH WTR TRT PLT","FILTRATION PLANT RD FEURA BUSH 12207","BETHLEHEM"
880,"B & W TRANSPORTATION","RIVER RD - N OF THRUWAY EXIT 22 SELKIRK 12054","BETHLEHEM"
881,"ELM AVENUE PARK","261 ELM AVE DELMAR 12054","BETHLEHEM"
882,"CITGO HOLDING TERMINALS LLC GLENMONT TERMINAL","495 RIVER RD GLENMONT 12077","BETHLEHEM"
883,"BETHLEHEM ENERGY CENTER","380 RIVER RD GLENMONT 12077","BETHLEHEM"
884,"NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL","552 RIVER RD GLENMONT 12077","BETHLEHEM"
885,"RAVENA - V WTR TRT PLT","FILTRATION PLANT RD RAVENA 12143","COEYMANS"
886,"RAVENA COEYMANS JUNIOR SENIOR HIGH SCHOOLS CAMPUS","2025 US RTE 9W RAVENA 12143","COEYMANS"
887,"COEYMANS-RAVENA WATER POLLUTION CONTROL FACILITY","67 SEWER PLANT ACCESS RD - S MAIN ST & ST RTE 144 COEYMANS 12045","COEYMANS"
888,"ABF FREIGHT SYSTEM INC","49 GREEN MTN DR COLONIE 12205","COLONIE"
889,"MOHAWK VIEW WATER TREATMENT PLANT","100 ONDERDONK RD|(Coordinates For Stp Centroid) Latham 12110","COLONIE"
890,"GREEN ISLAND - V CSO","SWAN ST / HAMILTON ST / SARATOGA ST GREEN ISLAND 12183","GREEN ISLAND"
891,"ALTAMONT - V STP","6370 GUN CLUB RD Guilderland 12009","GUILDERLAND"
892,"CROSSGATES MALL","1 CROSSGATES MALL RD|120 WASHINGTON AVE EXT ALBANY 12203","GUILDERLAND"
893,"PARK GUILDERLAND - NORTHEAST INDUSTRIAL PARK","N EASTERN IND PK GUILDERLAND CENTER 12085","GUILDERLAND"
894,"ATLAS COPCO COMPTEC","46 SCHOOL RD VOORHEESVILLE 12186","NEW SCOTLAND"
895,"Albany County Sheriffs Public Safety Building","58 VERDA LN CLARKSVILLE 12067","NEW SCOTLAND"
896,"NYS JOHN BOYD THACHER PARK","1 HAILES CAVE RD & ST RTE 157 VOORHEESVILLE 12186","NEW SCOTLAND"
897,"VOORHEESVILLE - V SD 1 STP","21 STONINGTON HILL RD VOORHEESVILLE 12186","NEW SCOTLAND"
898,"PLEASANT STREET SEWER DISTRICT #2","PLEASANT ST VOORHEESVILLE 12186","NEW SCOTLAND"
899,"Ancram Mill - SWM Holdings US LLC","2424 St Rte 82 Ancram 12502","ANCRAM"
900,"Spencertown Inn","319 Rte 203 Spencertown 12165","AUSTERLITZ"
901,"CHATHAM - V STP","BROOKSIDE AVE EXT CHATHAM 12037","CHATHAM"
902,"ELSIE K POWELL HOUSE","524 PITT HALL ROAD OLD CHATHAM 12136","CHATHAM"
903,"CREEKS EDGE MANUFACTURED HOME COMMUNITY","11 ST RTE 217 CLAVERACK 12513","CLAVERACK"
904,"COLUMBIA CO ASSOC FOR RETARDED CITIZENS","ST RTE 217 - SE SIDE - SW OF MELLENVILLE MELLENVILLE 12544","CLAVERACK"
905,"VILLAGE OF PHILMONT WWTP","ST RTE 217 - S SIDE - OPPOSITE CO RTE 9 PHILMONT 12565","CLAVERACK"
906,"LAKESHORE SEWAGE WORKS","59 GOLF COURSE RD CRARYVILLE 12521","COPAKE"
907,"Pooch HQ","1959 St Rte 9H Hudson 12534","GHENT"
908,"TUROWSKI PROPERTY","422 ANGEL HILL RD Ghent 12075","GHENT"
909,"KOZEL'S RESTAURANT","RT1 GHENT 12075","GHENT"
910,"UFP NEW YORK LLC PLANT 327 HUDSON","11 FALLS INDUSTRIAL PARK|ST RTE 9H SW OF FALLS RD HUDSON 12534","GHENT"
911,"SMITH CONTROL SYSTEMS","1839 ST RTE 9H Hudson 12534","GHENT"
912,"COLUMBIA GREENE COMMUNITY COLLEGE","4400 ST RTE 23 HUDSON 12534","GREENPORT"
913,"KEARNEY PIT","121 Columbia Co Rte 31 (Blue Hill Rd) Greenport 12534","GREENPORT"
914,"VALATIE SEWAGE TREATMENT PLANT","OFF ST LUKES DR VALATIE 12184","KINDERHOOK"
915,"CREEK'S LEDGE MHP","2960 Co Rte 20 Stottville 12534","STOCKPORT"
916,"Kinderhook Estates MHP","1154 US Rte 9|E Side Stockport 12534","STOCKPORT"
917,"STOCKPORT - T KINGS ACRES STP","ROSSMANN RD & US RTE 9 STUYVESANT 12173","STOCKPORT"
918,"WIDOWS CREEK TRAILER PARK","301 W GHENT RD STOCKPORT 12534","STOCKPORT"
919,"CAMP L'MAN ACHAI","PERCH LAKE RD ANDES 13731","ANDES"
920,"SAPUTO CHEESE USA Inc","40236 ST RTE 10 Delhi 13753","DELHI"
921,"HANCOCK - V STP","LABARRE ST HANCOCK 13783","HANCOCK"
922,"JOHNSTON & RHODES BLUE STONE COMPANY","BRIDGE ST EAST BRANCH 13756","HANCOCK"
923,"ROBERT W HARROLD EDUCATION CENTER","270 BOCES DR SIDNEY CENTER 13804","MASONVILLE"
924,"RED CARPET INN","1384 ST RTE 206 MASONVILLE 13804","MASONVILLE"
925,"MARGARETVILLE - V STP","41158 ST RTE 28 MARGARETVILLE 12455","MIDDLETOWN"
926,"NYC DEP-GRAND GORGE STP","570 VAN AKEN RD GRAND GORGE 12434","ROXBURY"
927,"SIDNEY - V STP","72 RIVER ST SIDNEY 13838","SIDNEY"
928,"HOBART - V WWTP","RIVER ST HOBART 13788","STAMFORD"
929,"STAMFORD - V STP","RAILROAD AVE STAMFORD 12167","STAMFORD"
930,"LACTALIS HERITAGE DAIRY","261 DELAWARE ST Walton 13856","WALTON"
931,"ATHENS - V BRICKROW STP","WATER ST ATHENS 12015","ATHENS"
932,"ATHENS - V  MAIN STP","WATER ST ATHENS 12015","ATHENS"
933,"ATHENS - V WTR TRT PLT","SCHOHARIE TPKE Athens 12015","ATHENS"
934,"PINEVIEW MANOR","1019 SCHOHARIE TPKE|PINEVIEW RD - S OF SCHOHARIE TPKE WEST ATHENS 12414","ATHENS"
935,"COUNTRY ESTATES MHC","CO RTE 23B - SW SIDE - SE OF ROSS RULAND RD SOUTH CAIRO 12413","CAIRO"
936,"EAST VIEW GARDEN APARTMENTS","71-117 Klingermann Dr Cairo 12413","CAIRO"
937,"NYS DOT MAINTENANCE HEADQUARTERS","ST RTE 23 - N OF BROSS RD CAIRO 12413","CAIRO"
938,"CATSKILL - T SD 4","MAPLE AVE CEMENTON 12414","CATSKILL"
939,"MAINSTAY KENNELS","461 ST RTE 385 CATSKILL 12414","CATSKILL"
940,"NYS LEEDS ARMORY","ST RTE 23 - S SIDE - W OF CAIRO JUNCTION RD CATSKILL 12414","CATSKILL"
941,"Shepherd's Run","122 RTE 385 CATSKILL 12414","CATSKILL"
942,"WOLFF'S MAPLE BREEZE","360 CAUTERSKILL RD CATSKILL 12414","CATSKILL"
943,"COXSACKIE - V WTR TRT PLT","143 TITUS MILL RD COXSACKIE 12051","COXSACKIE"
944,"BAME PROPERTY AT HONEY HOLLOW LAKE","39 JESSE ANN CIR EARLTON 12058","NEW BALTIMORE"
945,"WILDWOOD ACRES CAMP","Old Rte 81 & Co Rd 45 Earlton 12058","COXSACKIE"
946,"MARILYN A. NOONAN SCHOOL AT DURHAM","4099 ST RTE 145 DURHAM 12422","DURHAM"
947,"HALEON OAK HILL","3169 ST RTE 145 Durham 12423","DURHAM"
948,"GREENVILLE CENTRAL SCHOOL","4976 ST RTE 81 GREENVILLE 12083","GREENVILLE"
949,"MIRACLE MOUNTAIN RESORT","2540 Co Rte 67 Freehold 12431","GREENVILLE"
950,"ROYAL METAL PRODUCTS","463 WEST RD SURPRISE 12176","GREENVILLE"
951,"THUNDERHART GOLF INC","2740 CO RTE 67 - OPPOSITE DOMAN RD FREEHOLD 12431","GREENVILLE"
952,"SUNNY HILL FARM","SUNNY HILL RD GREENVILLE 12083","GREENVILLE"
953,"ELKA PARK ASSOC","CO RTE 16 ELKA PARK 12427","HUNTER"
954,"HUNTER HIGHLANDS WWTP","SKI BOWL RD (CO RTE 315) HUNTER 12442","HUNTER"
955,"NORTH/SOUTH LAKE CAMPGROUND","CO RTE 18 - EAST END HAINES FALLS 12436","HUNTER"
956,"RIP VAN WINKLE RANCH","5305 RTE 23A HAINES FALLS 12436","HUNTER"
957,"PLATTE CLOVE COMMUNITY","2255 PLATTE CLOVE RD ELKA PARK 12427","HUNTER"
958,"TANNERSVILLE - V STP","ALLEN RD TANNERSVILLE 12485","HUNTER"
959,"MOUNTAIN VIEW ESTATES","CO RTE 40 JEWETT 12444","JEWETT"
960,"NEW BALTIMORE - T SD STP","ST RTE 144 - E SIDE HANNACROIX 12087","NEW BALTIMORE"
961,"NYS NEW BALTIMORE SERVICE AREA","I-87 - W SIDE AT MILE MARKER 127 New Baltimore","NEW BALTIMORE"
962,"Country Club Estates at the Antlers Homeowners Association","181 Country Club Ln Fort Johnson 12070","AMSTERDAM"
963,"FULTON MONTGOMERY COMMUNITY COLLEGE","2805 ST RTE 67 JOHNSTOWN 12095","JOHNSTOWN:MOHAWK"
964,"I C F RESIDENCE DARLENE DR","125 Darlene Dr Amsterdam 12070","AMSTERDAM"
965,"CAPSTONE CENTER FOR REHABILITATION AND NURSING","302 SWART HILL RD AMSTERDAM 12010","AMSTERDAM"
966,"CANAJOHARIE - V WINTERGREEN PK","OLD SHARON RD CANAJOHARIE 13317","CANAJOHARIE"
967,"NYS PATTERSONVILLE SERVICE AREA","I-90 - NORTH SIDE BETWEEN EXITS 26 & 27 PATTERSONVILLE 12137","FLORIDA"
968,"PATTERSONVILLE & VIRGINIA'S MOBILE HOME PARK","FLORIDA RD PATTERSONVILLE 12132","FLORIDA"
969,"ANDERSON INSTRUMENTS CO","156 AURIESVILLE RD FULTONVILLE 12072","GLEN"
970,"VARIN ENTERPRISES LLC","212 CO RTE 103|STONER TRAIL RD JOHNSTOWN 12095","MOHAWK"
971,"NYCM FIRE INSURANCE CO","1899 CENTRAL PLZ E EDMESTON 13335","EDMESTON"
972,"OTSEGO AREA OCCUPATIONAL CENTER","1914 CO RTE 35 MILFORD 13807","MILFORD"
973,"REINHARDT CORP","3919 ST RTE 23 WEST ONEONTA 13861","ONEONTA"
974,"TERRACE MOTOR INN","6439 St Hwy 80|(LAKE RD) Cooperstown 13326","OTSEGO"
975,"FIELDSTONE FARM RESORT","ROSES HILL RD RICHFIELD SPRINGS 13439","RICHFIELD"
976,"RICHFIELD SPRINGS WASTEWATER TREATMENT PLANT","140 BLOOMFIELD DR RICHFIELD SPRINGS 13439","RICHFIELD"
977,"BAY SIDE MOTOR INN AND MARINA","7090 ST RTE 80 COOPERSTOWN 13326","SPRINGFIELD"
978,"CENEX TERMINALS","30-49-54 RIVERSIDE AVE RENSSELAER 12144","RENSSELAER"
979,"SPRAGUE OPERATING RESOURCES LLC","58 RIVERSIDE AVE RENSSELAER 12144","RENSSELAER"
980,"RENSSELAER -C COMBINED SEWER OVERFLOWS","FOOT OF WATER ST Rensselaer 12144","RENSSELAER"
981,"TROY - C COMBINED SEWER OVERFLOWS","CITY-WIDE TROY 12182","TROY"
982,"JOHN P BUCKLEY WATER FILTRATION PLANT","55 LEVERSEE RD TROY 12182","TROY"
983,"NYS CHERRY PLAIN STATE PARK","26 STATE PARK RD CHERRY PLAIN 12040","BERLIN"
984,"NORTHEAST GREEN CENTER LLC","28 TAYLOR AVE Berlin 12022","BERLIN"
985,"BUCKEYE RENSSELAER TERMINAL","367 AMERICAN OIL RD RENSSELAER 12144","EAST GREENBUSH"
986,"NYS GRAFTON LAKES STATE PARK","61 N LONG POND RD GRAFTON","GRAFTON"
987,"BROWN'S BREWERY","50 FACTORY HILL RD NORTH HOOSICK 12133","HOOSICK"
988,"HOOSICK MEADOWS WATER TREATMENT PLANT","RT 22 RIVER RD HOOSICK FALLS 12090","HOOSICK"
989,"INTERFACE PERFORMANCE MATERIALS","12 DAVIS ST HOOSICK FALLS 12090","HOOSICK"
990,"COOLEY MOTORS CORP","RTE 4 DEFREESTVILLE 12144","NORTH GREENBUSH"
991,"POESTENKILL RESIDENCE","15 GARFIELD RD POESTENKILL 12140","POESTENKILL"
992,"CASTLETON ON HUDSON - V STP","ST RTE 9J - S MAIN ST CASTLETON ON HUDSON 12033","SCHODACK"
993,"CASTLETON ENERGY CENTER","1902 RIVER RD|ST RTE 9J CASTLETON ON HUDSON 12033","SCHODACK"
994,"CURTIS MOBILE HOME PARK","2032 E SCHODACK RD CASTLETON 12033","SCHODACK"
995,"EAST SCHODACK FIRE HEADQUARTERS","3071 ST RTE 150 EAST SCHODACK 12063","SCHODACK"
996,"BIRCH HILL CATERING","1 CELEBRATION WAY CASTLETON 12033","SCHODACK"
997,"SCHENECTADY WATER RESOURCE RECOVER FACILITY","300 ANTHONY ST SCHENECTADY 12305","SCHENECTADY"
998,"SI GROUP INC CONGRESS","CONGRESS ST AT 10TH AVE SCHENECTADY 12303","SCHENECTADY"
999,"YANNI PROPERTY","131 Vernon Rd Glenville 12302","GLENVILLE"
1000,"ROTTERDAM SEWER DIST #2","26 W CAMPBELL AVE SCHENECTADY 12306","ROTTERDAM"
1001,"VIAPORT ROTTERDAM MALL","93 W CAMPBELL RD ROTTERDAM 12306","ROTTERDAM"
1002,"NYS MINE KILL STATE PARK","ROUTE 30 NORTH BLENHEIM 12131","BLENHEIM"
1003,"COLONIAL VILLAGE MOBILE HOME PARK","ST RTE 7 - N SIDE E OF ST RTE 145 S COBLESKILL 12043","COBLESKILL"
1004,"UPC-ALBANY, INC.","165 Caverns Rd Howes Cave 12092","COBLESKILL"
1005,"SUNY COBLESKILL AG & TECH COLLEGE","W MAIN ST COBLESKILL 12043","COBLESKILL"
1006,"THE ZONE GIRLS DIVISION STP","953 S Gilboa Rd Gilboa 12076","GILBOA"
1007,"OORAH CAMP SITE 2","123 SCOTCH VALLEY RD Jefferson 12167","JEFFERSON"
1008,"JEFFERSON CENTRAL SCHOOL","1332 ST RTE 10 JEFFERSON 12093","JEFFERSON"
1009,"MIDDLEBURGH - V STP","BAKER AVE MIDDLEBURGH 12122","MIDDLEBURGH"
1010,"RICHMONDVILLE - V STP","347 Main St RICHMONDVILLE 12149","RICHMONDVILLE"
1011,"RICHMONDVILLE - V WTR TRT PLT","RTE 7 RICHMONDVILLE 12149","RICHMONDVILLE"
1012,"SCHOHARIE - V STP","DEPOT LN Schoharie 12157","SCHOHARIE"
1013,"SCHOHARIE VOTEC CENTER","ROUTE 30A SCHOHARIE 12157","SCHOHARIE"
1014,"SEWARD - T STP","22821 STE RTE 165 AT WEST CREEK Seward 13459","SEWARD"
1015,"RSB Land Development Inc","350 BOUCHOUX BROOK RD|ST RTE 97 - S SIDE @ SAND POND HANCOCK 13783","HANCOCK"
1016,"PLEASANT VIEW MOBILE HOME PARK","11796 SPARKS RD SANDUSKY","FREEDOM"
1017,"MID-STATE CORRECTIONAL FACILITY","9005 OLD RIVER RD/BIGELOW DRIVE MARCY 13403","MARCY"
1018,"SHARON SPRINGS STP","ST RTE 10 @ NORTH VILLAGE LINE SHARON SPRINGS 13459","SHARON"
1019,"CASTLE HIGH TRAILER PARK","1 MARC CRAIG BLVD|Us Rte 6 - N Side - W Of Co Rte 70 MIDDLETOWN","GREENVILLE"
1020,"Mayfield Commerce Park","204 County Road 157 Gloversville 12078","MAYFIELD"
1021,"FOREST LAKE CAMPGROUND","574 OSTRANDER RD WINDSOR 13865","WINDSOR"
1022,"SKYWAY CAMPING RESORT","99 MOUNTAINDALE RD GREENFIELD PARK 12435","WAWARSING"
1023,"DURHAMVILLE ELEMENTARY SCHOOL","5462 MAIN ST DURHAMVILLE 13054","VERONA"
1024,"CAMP LONG POINT","LONG POINT RD PENN YAN 14527","TORREY"
1025,"OAK MEADOW'S MOBILE COMMUNITY","ST RTE 9D - W SIDE - S OF SLOCUM RD BEACON","FISHKILL"
1026,"REDWOOD SEWER DISTRICT","OLD ST RTE 37 THERESA 13691","THERESA"
1027,"SPAULDING LAKE WWTF","4860 GOODRICH RD CLARENCE 14031","CLARENCE"
1028,"HECTOR-T WATER DISTRICT","5345 PARK AVE|CO RTE 2 & ST RTE 414 - WEST-CENTRAL PART OF TOWN HECTOR 14818","HECTOR"
1029,"ANCHOR GLASS CONTAINER CORP","151 E MCCANNS BLVD ELMIRA","ELMIRA"
1030,"LOVE PROPERTY","163 HELEN RD ROCHESTER 14623","BRIGHTON"
1031,"VON ROLL USA INC","200 VON ROLL DR SCHENECTADY 12306","ROTTERDAM"
1032,"HARMONY FARMS","12 PADDOCK CT|ST RTE 55 W OF PAWLING PAWLING 12564","PAWLING"
1033,"STURGEON POINT MARINA","618 STURGEON POINT RD|At the end of Sturgeon Point Road. Evans 14047","EVANS"
1034,"USDOE KNOLLS ATOMIC POWER LABORATORY","2401 RIVER RD Niskayuna 12309","NISKAYUNA"
1035,"STERLING LAKE STP","231 OLD FORGE RD WARWICK","WARWICK"
1036,"ENNIS MOBILE HOME PARK","ROUTE 44 PLEASANT VALLEY 12569","PLEASANT VALLEY"
1037,"PRESTOLITE ELECTRIC NY INC","400 MAIN ST ARCADE 14009","ARCADE"
1038,"RIVERS EDGE COOPERATIVE MOBILE HOME PARK","136 RIVER RD NEW PALTZ 12561","ROSENDALE"
1039,"MOUNTAIN CREST MOBILE HOME PARK INC","33 MARTELLO RD Mamakating 12763","FALLSBURGH:MAMAKATING"
1040,"Sunoco Hudson Terminal","140 AMERICAN OIL RD EAST GREENBUSH 12061","EAST GREENBUSH"
1041,"CLEVELAND - V STP","LAKE ST CLEVELAND - V 13042","CONSTANTIA"
1042,"DAVIES APARTMENT HOUSES","7555 SOUTHWESTERN BLVD EDEN 14057","EVANS"
