"npdes_id","facility_id","application_id","applicant","applicant_id","permit_type","status","date_received","upa_class","seqr_class","seqr_determination","lead_agency","coastal_zone_status","final_disposition","permit_effective_date","permit_expration_date","dec_contact","shpa_status","enivronmental_justice"
"NYR10E069",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E136",110,"3-3924-00025/00099","PEARL RIVER CAMPUS LLC",103,"Industrial SPDES - Surface Discharge","Issued",2023-05-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"THOMAS A RASCONA",NA,NA
"NYR10E196",392,"6-3062-00010/00001","MADISON-ONEIDA BOCES",329,"P/C/I SPDES - Surface Discharge","Issued",2020-02-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-04-13 04:00:00,2026-03-31 04:00:00,"KARYN HANSON",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10E222",1823,"7-4928-00037/00001","TOWN OF NICHOLS",1507,"Municipal SPDES - Surface Discharge","Issued",2021-10-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-01 04:00:00,2027-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E238",1680,"7-3532-00105/00001","TOWN OF HASTINGS",1390,"Municipal SPDES - Surface Discharge","Issued",2021-03-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-10-28 04:00:00,2027-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E248",883,"4-0122-00044/00005","GB II New York LLC",752,"Industrial SPDES - Surface Discharge","Issued",2022-02-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"PATRICIA M GABRIEL",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10E249",1816,"4-1946-00114/00001","TOWN OF WINDHAM",1500,"Municipal SPDES - Surface Discharge","Issued",2024-02-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10E250",1816,"4-1946-00114/00001","TOWN OF WINDHAM",1500,"Municipal SPDES - Surface Discharge","Issued",2024-02-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10E251",1816,"4-1946-00114/00001","TOWN OF WINDHAM",1500,"Municipal SPDES - Surface Discharge","Issued",2024-02-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10E277",556,"9-5632-00007/00002","MORTON SALT INC",470,"Industrial SPDES - Surface Discharge","Issued",2021-02-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-08-01 04:00:00,2026-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E287",1470,"7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY",1228,"Industrial SPDES - Surface Discharge","Issued",2023-01-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-01 04:00:00,2028-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10E299",110,"3-3924-00025/00099","PEARL RIVER CAMPUS LLC",103,"Industrial SPDES - Surface Discharge","Issued",2023-05-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"THOMAS A RASCONA",NA,NA
"NYR10E324",1823,"7-4928-00037/00001","TOWN OF NICHOLS",1507,"Municipal SPDES - Surface Discharge","Issued",2021-10-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-01 04:00:00,2027-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E331",110,"3-3924-00025/00099","PEARL RIVER CAMPUS LLC",103,"Industrial SPDES - Surface Discharge","Issued",2023-05-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"THOMAS A RASCONA",NA,NA
"NYR10E361",206,"3-5522-00011/00027","HOLTEC INDIAN POINT 3, LLC",179,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2022-06-09,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"REBECCA S CRIST",NA,NA
"NYR10E420",1823,"7-4928-00037/00001","TOWN OF NICHOLS",1507,"Municipal SPDES - Surface Discharge","Issued",2021-10-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-01 04:00:00,2027-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E427",1470,"7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY",1228,"Industrial SPDES - Surface Discharge","Issued",2023-01-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-01 04:00:00,2028-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10E435",1842,"3-5599-00046/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",914,"Industrial SPDES - Surface Discharge","Issued",2023-04-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"KATHERINE M MURRAY",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10E440",182,"3-5152-00026/00004","WATCHTOWER BIBLE AND TRACT SOCIETY OF NEW YORK INC",158,"Industrial SPDES - Surface Discharge","Issued",2022-09-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-19 04:00:00,2028-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E456",1058,"5-1554-00013/00001","NYS OLYMPIC REGIONAL DEVELOPMENT AUTHORITY",156,"Industrial SPDES - Surface Discharge","Issued",2024-01-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"KATHERINE M MURRAY",NA,NA
"NYR10E474",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10E496",1765,"3-1332-00239/00001","CHINA BUDDHIST ASSOCIATION",1459,"P/C/I SPDES - Surface Discharge","Issued",2022-04-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-23 05:00:00,2029-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10F007",1231,"7-5007-00030/00036","CORNELL UNIVERSITY",1034,"Industrial SPDES - Surface Discharge","Issued",2022-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-08-01 04:00:00,2028-07-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NYR10F011",1034,"4-4224-00024/00010","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2025-01-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NYR10F012",1034,"4-4224-00024/00010","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2025-01-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NYR10F013",1034,"4-4224-00024/00010","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2025-01-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NYR10F014",264,"5-4142-00005/00027","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Issued",2024-12-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-18 05:00:00,2028-08-31 04:00:00,"BETH A MAGEE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F015",264,"5-4142-00005/00027","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Issued",2024-12-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-18 05:00:00,2028-08-31 04:00:00,"BETH A MAGEE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F076",1231,"7-5007-00030/00036","CORNELL UNIVERSITY",1034,"Industrial SPDES - Surface Discharge","Issued",2022-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-08-01 04:00:00,2028-07-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NYR10F083",1087,"2-6007-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION",93,"Municipal SPDES - Surface Discharge","Issued",2020-05-04,"MINOR","Unlisted Action","Negative Declaration","DEC","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"DONALD J KLACZKO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F094",1785,"3-3342-00234/00001","CHURCH COMMUNITIES NY INC.",133,"P/C/I SPDES - Surface Discharge","Issued",2021-11-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-10-01 04:00:00,2027-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10F096",1083,"2-6101-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION",93,"Municipal SPDES - Surface Discharge","Issued",2020-05-04,"MAJOR","Unlisted Action","Negative Declaration","DEC","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"DONALD J KLACZKO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F097",1090,"2-6301-00008/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION",93,"Municipal SPDES - Surface Discharge","Issued",2020-05-04,"MAJOR","Unlisted Action","Negative Declaration","DEC","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"DONALD J KLACZKO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F098",841,"7-5034-00007/00007","NEWFIELD CONVENIENCE LLC",713,"Industrial SPDES - Surface Discharge","Issued",2021-10-08,"MAJOR","Unlisted Action","Negative Declaration","DEC","This project is not located in a Coastal Management area.","Issued",2023-09-01 04:00:00,2028-08-31 04:00:00,"JONATHAN J STERCHO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F112",1087,"2-6007-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION",93,"Municipal SPDES - Surface Discharge","Issued",2020-05-04,"MINOR","Unlisted Action","Negative Declaration","DEC","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"DONALD J KLACZKO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F222",1816,"4-1946-00114/00001","TOWN OF WINDHAM",1500,"Municipal SPDES - Surface Discharge","Issued",2024-02-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10F240",1858,"9-1442-00127/00001","TOWN OF ELMA",439,"Municipal SPDES - Surface Discharge","Issued",2023-04-05,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2023-09-01 04:00:00,2028-08-31 04:00:00,"KRISTINE M CARLSON",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F242",240,"5-1540-00015/00001","VILLAGE OF LAKE PLACID",208,"Municipal SPDES - Surface Discharge","Issued",2023-08-01,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2024-06-01 04:00:00,2026-12-31 05:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F284",1480,"4-1938-00115/00001","VILLAGE OF HUNTER",1235,"Municipal SPDES - Surface Discharge","Expired",2020-10-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Modify Permit",2020-12-01 05:00:00,2024-09-30 04:00:00,"PATRICK CONNALLY",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F322",467,"9-0499-00041/00009","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2023-10-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-01 04:00:00,2029-07-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10F343",180,"3-5150-00005/00005","NYS OLYMPIC REGIONAL DEVELOPMENT AUTHORITY",156,"Industrial SPDES - Surface Discharge","Issued",2023-12-22,"MAJOR","Type I Action","Negative Declaration","NYS Olympic Regional Development Authority","This project is not located in a Coastal Management area.","Issued",2024-06-17 04:00:00,2029-05-31 04:00:00,"REBECCA S CRIST","A cultural resources survey has been completed.  The report of the survey is on file.  No archaeological sites or historic structures were identified at the project location. No further review in accordance with SHPA is required.","The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F384",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10F385",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10F386",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10F434",147,"3-4846-00079/00016","SULLIVAN COUNTY",130,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2022-11-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL R SCHAEFER",NA,NA
"NYR10F437",1086,"2-6105-00009/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION",93,"Municipal SPDES - Surface Discharge","Issued",2020-05-04,"MAJOR","Unlisted Action","Negative Declaration","DEC","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"DONALD J KLACZKO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10F469",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10F558",12,"3-1330-00030/00005","TOWN OF FISHKILL",12,"Municipal SPDES - Surface Discharge","Issued",2022-09-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2028-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10F578",1556,"3-5518-00680/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",914,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2024-04-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NYR10F591",23,"3-1334-00026/00002","TOWN OF LAGRANGE",25,"Municipal SPDES - Surface Discharge","Issued",2021-02-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-12-01 05:00:00,2026-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10G078",12,"3-1330-00030/00005","TOWN OF FISHKILL",12,"Municipal SPDES - Surface Discharge","Issued",2022-09-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2028-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10G157",538,"9-1464-00090/00010","Marathon Petroleum Company LP",454,"Industrial SPDES - Surface Discharge","Issued",2020-12-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-04-01 04:00:00,2026-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10G482",741,"7-0348-00007/00001","BINGHAMTON JOHNSON CITY JOINT SEWER BOARD",620,"Municipal SPDES - Surface Discharge","Issued",2023-03-28,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"JONATHAN J STERCHO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10G696",1165,"2-6301-00072/00016","ASTORIA ENERGY II LLC",977,"Industrial SPDES - Surface Discharge","Issued",2021-02-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-11-01 04:00:00,2026-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10G736",12,"3-1330-00030/00005","TOWN OF FISHKILL",12,"Municipal SPDES - Surface Discharge","Issued",2022-09-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2028-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10G789",1376,"7-1122-00049/00029","SUIT-KOTE CORPORATION",1154,"Industrial SPDES - Surface Discharge","Issued",2021-05-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-03-01 05:00:00,2027-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10H029",1058,"5-1554-00013/00001","NYS OLYMPIC REGIONAL DEVELOPMENT AUTHORITY",156,"Industrial SPDES - Surface Discharge","Issued",2024-01-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"KATHERINE M MURRAY",NA,NA
"NYR10H178",805,"7-3530-00003/00001","HANNIBAL CENTRAL SCHOOL DISTRICT",679,"P/C/I SPDES - Surface Discharge","Issued",2022-02-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-12-01 05:00:00,2027-11-30 05:00:00,"DONALD J KLACZKO",NA,NA
"NYR10H566",1120,"5-1546-00039/00001","TOWN OF SCHROON",941,"Municipal SPDES - Surface Discharge","Issued",2020-07-14,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-08-01 04:00:00,2026-07-31 04:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10I230",1183,"5-1536-00020/00001","TOWN OF MORIAH",995,"Municipal SPDES - Surface Discharge","New Application Needed",2020-10-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","New Application Needed",2020-11-09 05:00:00,NA,"MICHAEL R SCHAEFER",NA,NA
"NYR10I301",1858,"9-1442-00127/00001","TOWN OF ELMA",439,"Municipal SPDES - Surface Discharge","Issued",2023-04-05,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2023-09-01 04:00:00,2028-08-31 04:00:00,"KRISTINE M CARLSON",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10I651",1678,"8-2428-00029/00004","LIVINGSTON CO WATER & SEWER AUTHORITY",1388,"Municipal SPDES - Surface Discharge","Completeness Determination Due",2024-12-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NYR10I953",1121,"5-1550-00016/00001","TOWN OF WESTPORT",734,"Municipal SPDES - Surface Discharge","Issued",2023-05-04,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2026-01-31 05:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10J001",1368,"8-3246-00046/00001","BRISTOL MOUNTAIN SEWER CORPORATION",1147,"P/C/I SPDES - Surface Discharge","Issued",2024-06-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-01-01 05:00:00,2029-12-31 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10J216",1129,"2-6403-00332/00001","380 DEVELOPMENT LLC",950,"Industrial SPDES - Surface Discharge","Issued",2020-07-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-12-01 05:00:00,2025-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10J431",1909,"5-5328-00153/00001","BROWN & GREEN FORT ANN LLC",1574,"P/C/I SPDES - Surface Discharge","Issued",2023-06-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-04-01 04:00:00,2029-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10J474",1626,"7-4928-00021/00001","TIOGA DOWNS RACETRACK LLC",1347,"P/C/I SPDES - Surface Discharge","Issued",2020-09-24,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10J662",636,"8-2654-00064/00035","XEROX CORPORATION",536,"Industrial SPDES - Surface Discharge","Issued",2022-06-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-01-01 05:00:00,2027-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10J697",1929,"3-5148-00374/00001","THE LAZY SWAN GOLF & COUNTRY CLUB LLC",1591,"P/C/I SPDES - Surface Discharge","Issued",2024-03-13,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-06 05:00:00,2029-11-30 05:00:00,"VICTORIA A LAWRENCE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10K200",1706,"8-2448-00057/00001","TOWN OF SPRINGWATER",1408,"Municipal SPDES - Surface Discharge","Issued",2024-02-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NYR10K908",1368,"8-3246-00046/00001","BRISTOL MOUNTAIN SEWER CORPORATION",1147,"P/C/I SPDES - Surface Discharge","Issued",2024-06-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-01-01 05:00:00,2029-12-31 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10L635",2,"2-6102-00120/00032","NYC ECONOMIC DEVELOPMENT CORP",2,"Industrial SPDES - Surface Discharge","Issued",2023-03-24,"MAJOR","Type I Action","Positive Declaration","NYC Office of the Mayor","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2024-05-01 04:00:00,2029-04-30 04:00:00,"CHERYL A SANDROW","Cultural resource lists and map have been checked.  No registered, eligible, or inventoried archaeological sites or historic structures were identified at the project location.  No further review in accordance with SHPA is required.","The application is subject to the Department Environmental Justice policy (CP-29) as the proposed action is in or near a PotentialEnvironmental Justice Area. The applicant must develop and conduct an approved Enhanced Public Participation Plan."
"NYR10L744",1006,"4-4334-00002/00001","OORAH KIRUV RECHOKIM FUND INC",855,"P/C/I SPDES - Surface Discharge","Issued",2024-02-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"TERESS BALDWIN",NA,NA
"NYR10L783",1231,"7-5007-00030/00036","CORNELL UNIVERSITY",1034,"Industrial SPDES - Surface Discharge","Issued",2022-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-08-01 04:00:00,2028-07-31 04:00:00,"THOMAS A RASCONA",NA,NA
