"action_id","facility","facility_id","npdes_id","application_id","applicant","application_type","date_received","status","short_description","enb_publication_date","written_comments_due","dup_flag","transfer_flag"
"NYR00E835_2022-03-22","FORT DRUM",1451,"NYR00E835","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10Q547_2022-03-22","FORT DRUM",1451,"NYR10Q547","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10P358_2022-03-22","FORT DRUM",1451,"NYR10P358","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10P357_2022-03-22","FORT DRUM",1451,"NYR10P357","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR00D874_2022-03-22","FORT DRUM",1451,"NYR00D874","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10N792_2022-03-22","FORT DRUM",1451,"NYR10N792","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10N716_2022-03-22","FORT DRUM",1451,"NYR10N716","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10F469_2022-03-22","FORT DRUM",1451,"NYR10F469","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10F386_2022-03-22","FORT DRUM",1451,"NYR10F386","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10F385_2022-03-22","FORT DRUM",1451,"NYR10F385","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10F384_2022-03-22","FORT DRUM",1451,"NYR10F384","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10E474_2022-03-22","FORT DRUM",1451,"NYR10E474","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10E069_2022-03-22","FORT DRUM",1451,"NYR10E069","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10D691_2022-03-22","FORT DRUM",1451,"NYR10D691","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10D472_2022-03-22","FORT DRUM",1451,"NYR10D472","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10D202_2022-03-22","FORT DRUM",1451,"NYR10D202","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10D022_2022-03-22","FORT DRUM",1451,"NYR10D022","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10B150_2022-03-22","FORT DRUM",1451,"NYR10B150","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10B149_2022-03-22","FORT DRUM",1451,"NYR10B149","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NYR10A907_2022-03-22","FORT DRUM",1451,"NYR10A907","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NY0026905_2022-03-22","FORT DRUM",1451,"NY0026905","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NY0214020_2022-03-22","FORT DRUM",1451,"NY0214020","6-9906-00006/00161","US DEPT OF THE ARMY","Renewal Treat as New",2022-03-22,"Issued","spdes fast track renewal for # ny0270288",2022-03-30 04:00:00,2022-04-29 04:00:00,TRUE,FALSE
"NY0095877_2020-08-06","GLEN WILD HOTEL",1452,"NY0095877","3-4846-00194/00001","Glenwild Management Corp","Renewal Treat as New",2020-08-06,"Issued","spdes fasttrack renewal for # ny0095877",2020-08-26 04:00:00,2020-09-25 04:00:00,FALSE,FALSE
"NY0249254_2021-10-25","CREEKSIDE VILLAGE MOBILE HOME PARK",1453,"NY0249254","4-4330-00013/00001","THE MEADOWS MHC LLC","Renewal Treat as New",2021-10-25,"Issued","spdes fast track renewal for # ny0249254",2021-11-10 05:00:00,2021-12-10 05:00:00,FALSE,FALSE
"NY0249939_2024-12-18","CONGREGATION ICHED ANASH",1454,"NY0249939","3-4846-00195/00001","CONGREGATION ICHED ANASH","Renewal Treat as New",2024-12-18,"Written Comments Deadline","spdes fast track renewal for ny0249939",2025-02-05 05:00:00,2025-03-07 05:00:00,FALSE,FALSE
"NY0102458_2024-12-18","CONGREGATION ICHED ANASH",1454,"NY0102458","3-4846-00195/00001","CONGREGATION ICHED ANASH","Renewal Treat as New",2024-12-18,"Written Comments Deadline","spdes fast track renewal for ny0249939",2025-02-05 05:00:00,2025-03-07 05:00:00,FALSE,FALSE
"NY0006823_2022-04-11","SHELL OIL PRODUCTS US - LONG ISLAND TERMINAL",1455,"NY0006823","1-2820-01549/00001","Equilon Enterprises LLC","Renewal Treat as New",2022-04-11,"Issued","spdes fast track renewal for # ny0006823",2024-05-29 04:00:00,2024-06-28 04:00:00,FALSE,FALSE
"NY0240877_2020-11-24","ALVAREZ COMMERCIAL PLAZA",1456,"NY0240877","4-1046-00026/00001","John A. Alvarez & Sons, Inc.","Renewal Treat as New",2020-11-24,"Issued","fast track spdes #ny0240877",2020-12-09 05:00:00,2021-01-08 05:00:00,FALSE,FALSE
"NY0276669_2022-12-05","NYS DOT- KOSCIUSZKO BRIDGE",1457,"NY0276669","2-9902-00013/00008","NYS Dept of Transportation","Renewal Treat as New",2022-12-05,"Issued","spdes fast track renewal for ny0276669",2022-12-14 05:00:00,2023-01-13 05:00:00,FALSE,FALSE
"NY0270351_2023-09-08","VILLAGE OF MASSENA WATER TREATMENT PLANT",1458,"NY0270351","6-4058-00066/00003","VILLAGE OF MASSENA","Renewal Treat as New",2023-09-08,"Issued","new spdes for water treatment plant",2024-07-03 04:00:00,2024-08-02 04:00:00,FALSE,FALSE
"NY0030325_2024-08-23","TABERG RESIDENTIAL CENTER FOR GIRLS",1459,"NY0030325","6-3020-00034/00001","NYS OFFICE OF CHILDREN & FAMILY SERVICES","Renewal Treat as New",2024-08-23,"Issued","spdes fast track renewal for ny0030325",2024-09-11 04:00:00,2024-10-11 04:00:00,FALSE,FALSE
"NY0249262_2021-02-11","BELVEDERE LAKE RESORT",1460,"NY0249262","4-3658-00009/00001","BELVEDERE LAKE INC","Renewal Treat as New",2021-02-11,"Issued","spdes fast track renewal for # ny0249262",2021-04-14 04:00:00,2021-05-14 04:00:00,FALSE,FALSE
"NY0239844_2023-10-17","CROWN POINT SD #1 WWTF",1461,"NY0239844","5-1522-00027/00001","TOWN OF CROWN POINT","Renewal Treat as New",2023-10-17,"Issued","spdes fast track renewal for ny0239844",2023-11-29 05:00:00,2023-12-29 05:00:00,FALSE,FALSE
"NY0236608_2021-12-29","MONTAGUE INN",1462,"NY0236608","6-2342-00005/00003","MONTAGUE INN LLC","Modification Treat as New",2021-12-29,"Expired","transfer ownership",NA,NA,FALSE,TRUE
"NY0236608_2021-12-29","MONTAGUE INN",1462,"NY0236608","6-2342-00005/00003","STEPHEN HENNIGAN","Modification Treat as New",2021-12-29,"Expired","transfer ownership",NA,NA,TRUE,TRUE
"NY0236608_2021-12-29","MONTAGUE INN",1462,"NY0236608","6-2342-00005/00003","JENNIFER HARRIS","Modification Treat as New",2021-12-29,"Expired","transfer ownership",NA,NA,TRUE,TRUE
"NY0250058_2021-09-16","HUGUENOT CAMP COMPLEX",1463,"NY0250058","3-3328-00087/00001","GWEH LLC","Minor Modification",2021-09-16,"Expired","mod - transfer request",NA,NA,FALSE,TRUE
"NY0250058_2022-04-25","HUGUENOT CAMP COMPLEX",1463,"NY0250058","3-3328-00087/00001","GWEH LLC","Renewal Treat as New",2022-04-25,"Issued","spdes fast track renewal for # ny0250058",2022-05-04 04:00:00,2022-06-03 04:00:00,FALSE,FALSE
"NY0214400_2022-08-29","REAGANS MILLS",1464,"NY0214400","3-1326-00132/00001","REAGANS MILL SEWER CO INC","Renewal Treat as New",2022-08-29,"Issued","spdes fast track renewal for # ny0214400",2022-09-21 04:00:00,2022-10-21 04:00:00,FALSE,FALSE
"NY0249114_2022-08-02","KECKS CENTER CREEK WATER TREATMENT PLANT",1465,"NY0249114","5-1728-00053/00001","CITY OF JOHNSTOWN","Renewal Treat as New",2022-08-02,"Issued","spdes fast track renewal for ny0249114",2022-08-10 04:00:00,2022-09-09 04:00:00,FALSE,FALSE
"NY0203459_2023-02-16","HAMBURG TOWNSHIP VFW POST 1419",1466,"NY0203459","9-1448-00146/00001","HAMBURG LAKESHORE OVERSEAS VETERANS INC","Renewal Treat as New",2023-02-16,"Issued","spdes fast track renewal for # ny0203459",2023-03-15 04:00:00,2023-04-14 04:00:00,FALSE,FALSE
"NY0035645_2021-05-11","EMERALD GREEN-LAKE LOUISE MARIE S&W DIST",1467,"NY0035645","3-4846-00196/00001","TOWN OF THOMPSON","Modification Treat as New",2021-05-11,"Expired","mod - upgrade wwtp",2023-04-19 04:00:00,2023-05-19 04:00:00,FALSE,FALSE
"NY0035645_2024-12-27","EMERALD GREEN-LAKE LOUISE MARIE S&W DIST",1467,"NY0035645","3-4846-00196/00001","TOWN OF THOMPSON","Modification",2024-12-27,"Incomplete","schedule of compliance mod request: updated project schedules for the phase 1 & phase 2 wwtp general upgrades & schedule of compliance from the current nysdec spdes permit",NA,NA,FALSE,FALSE
"NY0035645_2023-10-31","EMERALD GREEN-LAKE LOUISE MARIE S&W DIST",1467,"NY0035645","3-4846-00196/00001","TOWN OF THOMPSON","Renewal Treat as New",2023-10-31,"Issued","spdes fast track renewal for ny0035645",2024-04-24 04:00:00,2024-05-24 04:00:00,FALSE,FALSE
"NY0236756_2023-10-19","FORESTPORT SEWAGE TREATMENT PLANT",1468,"NY0236756","6-3038-00042/00001","TOWN OF FORESTPORT","Modification Treat as New",2023-10-19,"Expired","modification to extend the compliance schedule due date",2024-03-06 05:00:00,2024-04-05 04:00:00,FALSE,FALSE
"NY0236756_2024-05-21","FORESTPORT SEWAGE TREATMENT PLANT",1468,"NY0236756","6-3038-00042/00001","TOWN OF FORESTPORT","Renewal Treat as New",2024-05-21,"Issued","spdes fast track renewal for ny0236756",2024-06-26 04:00:00,2024-07-26 04:00:00,FALSE,FALSE
"NY0250228_2022-01-13","DELAWARE AQUEDUCT - SHAFT #6, 6B CHELSEA PUMP STATION",1469,"NY0250228","3-1356-00138/00006","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2022-01-13,"Issued","spdes fast track renewal for # ny0272663",2022-07-06 04:00:00,2022-08-05 04:00:00,FALSE,FALSE
"NY0272663_2022-01-13","DELAWARE AQUEDUCT - SHAFT #6, 6B CHELSEA PUMP STATION",1469,"NY0272663","3-1356-00138/00006","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2022-01-13,"Issued","spdes fast track renewal for # ny0272663",2022-07-06 04:00:00,2022-08-05 04:00:00,FALSE,FALSE
"NY0244074_2023-01-12","SYRACUSE HANCOCK INTERNATIONAL AIRPORT",1470,"NY0244074","7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY","Renewal Treat as New",2023-01-12,"Issued","spdes fast track renewal for ny0244074",2023-02-01 05:00:00,2023-03-03 05:00:00,FALSE,FALSE
"NYR10E427_2023-01-12","SYRACUSE HANCOCK INTERNATIONAL AIRPORT",1470,"NYR10E427","7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY","Renewal Treat as New",2023-01-12,"Issued","spdes fast track renewal for ny0244074",2023-02-01 05:00:00,2023-03-03 05:00:00,FALSE,FALSE
"NYR10E287_2023-01-12","SYRACUSE HANCOCK INTERNATIONAL AIRPORT",1470,"NYR10E287","7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY","Renewal Treat as New",2023-01-12,"Issued","spdes fast track renewal for ny0244074",2023-02-01 05:00:00,2023-03-03 05:00:00,FALSE,FALSE
"NYR00D257_2023-01-12","SYRACUSE HANCOCK INTERNATIONAL AIRPORT",1470,"NYR00D257","7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY","Renewal Treat as New",2023-01-12,"Issued","spdes fast track renewal for ny0244074",2023-02-01 05:00:00,2023-03-03 05:00:00,FALSE,FALSE
"NY0028550_2022-08-31","ROCHESTER TERMINAL -  NORTH ALBANY TERMINAL CO LLC",1471,"NY0028550","8-2626-00070/00004","NORTH ALBANY TERMINAL COMPANY LLC","Renewal Treat as New",2022-08-31,"Issued","spdes fast track renewal for # ny0028550",2023-08-23 04:00:00,2023-09-22 04:00:00,FALSE,FALSE
"NY0214167_2020-07-02","LABRADOR MT SKI FACILITY",1472,"NY0214167","7-1144-00008/00006","Intermountain Management Inc","Renewal Treat as New",2020-07-02,"Issued","spdes fast track renewal for # ny0214167",2020-07-15 04:00:00,2020-08-14 04:00:00,FALSE,FALSE
"NY0148181_2023-02-16","CAMP CHIPINAW",1473,"NY0148181","3-4820-00087/00001","CAMP CHIPINAW RECREATION CORP","Renewal Treat as New",2023-02-16,"Issued","spdes fast track renewal for # ny0148181",2023-03-15 04:00:00,2023-04-14 04:00:00,FALSE,FALSE
"NY0250031_2023-03-27","RYAN OIL INC TERMINAL",1474,"NY0250031","3-1334-00136/00001","PETRO INC","Renewal Treat as New",2023-03-27,"Issued","spdes fast track renewal for ny0250031",2024-02-07 05:00:00,2024-03-08 05:00:00,FALSE,FALSE
"NY0027022_2020-06-16","SAMARITAN DAYTOP VILLAGE",1475,"NY0027022","3-5156-00181/00001","SAMARITAN DAYTOP VILLAGE INC","Renewal Treat as New",2020-06-16,"Issued","reauthorization of expired permit; 15,590 gpd",2023-01-11 05:00:00,2023-02-10 05:00:00,FALSE,FALSE
"NY0100242_2022-04-04","LILY DALE SD WWTF",1476,"NY0100242","9-0658-00063/00001","TOWN OF POMFRET","Renewal Treat as New",2022-04-04,"Issued","spdes fast track renewal for ny0100242",2022-10-05 04:00:00,2022-11-04 04:00:00,FALSE,FALSE
"NY0203513_2023-01-25","ALDEN SMALL ANIMAL HOSPITAL",1477,"NY0203513","9-1420-00066/00001","ALDEN SMALL ANIMAL HOSPITAL PLLC","Renewal Treat as New",2023-01-25,"Issued","spdes fast track renewal and transfer for # ny0203513",2023-11-15 05:00:00,2023-12-15 05:00:00,FALSE,TRUE
"NY0245178_2020-02-02","CAMP CUTLER",1478,"NY0245178","8-3246-00055/00001","SENECA WATERWAYS COUNCIL INC BOY SCOUTS OF AMERICA","Renewal Treat as New",2020-02-02,"Issued","spdes fast track renewal for # ny0245178",2020-03-18 04:00:00,2020-04-17 04:00:00,FALSE,FALSE
"NY0256081_2022-09-19","TOWN OF MORIAH WATER DISTRICTS #1 AND #2",1479,"NY0256081","5-1536-00028/00007","TOWN OF MORIAH","Renewal Treat as New",2022-09-19,"Issued","spdes fast track renewal for # ny0256081",2022-10-05 04:00:00,2022-11-04 04:00:00,FALSE,FALSE
"NY0241075_2020-04-20","HUNTER - V WASTEWATER TREATMENT PLANT",1480,"NY0241075","4-1938-00115/00001","VILLAGE OF HUNTER","Department Initiated Modification",2020-04-20,"Expired","nutrient mon-removed influ sampling, corrected fn, removed sched of submittal",2020-04-29 04:00:00,2020-05-29 04:00:00,FALSE,FALSE
"NYR10F284_2020-04-20","HUNTER - V WASTEWATER TREATMENT PLANT",1480,"NYR10F284","4-1938-00115/00001","VILLAGE OF HUNTER","Department Initiated Modification",2020-04-20,"Expired","nutrient mon-removed influ sampling, corrected fn, removed sched of submittal",2020-04-29 04:00:00,2020-05-29 04:00:00,FALSE,FALSE
"NY0241075_2020-10-21","HUNTER - V WASTEWATER TREATMENT PLANT",1480,"NY0241075","4-1938-00115/00001","VILLAGE OF HUNTER","Department Initiated Modification",2020-10-21,"Expired","correct errors in the quarterly nutrient monitoring table",NA,NA,FALSE,FALSE
"NYR10F284_2020-10-21","HUNTER - V WASTEWATER TREATMENT PLANT",1480,"NYR10F284","4-1938-00115/00001","VILLAGE OF HUNTER","Department Initiated Modification",2020-10-21,"Expired","correct errors in the quarterly nutrient monitoring table",NA,NA,FALSE,FALSE
"NY0035939_2021-04-02","I-84 STORMVILLE/EAST FISHKILL REST AREAS",1481,"NY0035939","3-1328-00188/00001","NYS Dept of Transportation","Renewal Treat as New",2021-04-02,"Issued","spdes fast track renewal for # ny0035939",2021-05-12 04:00:00,2021-06-11 04:00:00,FALSE,FALSE
"NY0243370_2024-02-12","VETERAN FOREIGN WARS EDEN POST 8265",1482,"NY0243370","9-1440-00039/00001","EDEN MEMORIAL POST 8265 VFW OF US INC","Renewal Treat as New",2024-02-12,"Issued","spdes fast track renewal for ny0243370",2024-02-21 05:00:00,2024-03-22 04:00:00,FALSE,FALSE
"NY0025569_2021-12-03","MEENAN OIL CO",1483,"NY0025569","3-5522-00155/00001","MEENAN OIL CO LP","Minor Modification",2021-12-03,"Expired","transfer from meenan oil co. inc to meenan oil co. lp",NA,NA,FALSE,TRUE
"NY0025569_2022-02-16","MEENAN OIL CO",1483,"NY0025569","3-5522-00155/00001","MEENAN OIL CO LP","Renewal Treat as New",2022-02-16,"Issued","spdes fast track renewal for # ny0025569",2022-03-09 05:00:00,2022-04-08 04:00:00,FALSE,FALSE
"NY0213918_2022-02-28","TERMINAL RESERVOIR",1484,"NY0213918","7-3124-00199/00001","ONONDAGA COUNTY WATER AUTHORITY","Renewal Treat as New",2022-02-28,"Issued","spdes fast track renewal for # ny0213918",2022-03-09 05:00:00,2022-04-08 04:00:00,FALSE,FALSE
"NYR10V112_2022-02-28","TERMINAL RESERVOIR",1484,"NYR10V112","7-3124-00199/00001","ONONDAGA COUNTY WATER AUTHORITY","Renewal Treat as New",2022-02-28,"Issued","spdes fast track renewal for # ny0213918",2022-03-09 05:00:00,2022-04-08 04:00:00,FALSE,FALSE
"NY0245216_2021-02-02","GAGNE PROPERTY",1485,"NY0245216","8-1844-00027/00001","SUSAN E GAGNE","Renewal Treat as New",2021-02-02,"Issued","spdes fast track renewal for # ny0245216",2021-02-24 05:00:00,2021-03-26 04:00:00,FALSE,FALSE
"NY0155764_2023-01-31","Parish Petro Inc",1486,"NY0155764","7-3546-00019/00001","PIFFARD PETRO HOLDINGS LLC","Renewal Treat as New",2023-01-31,"Issued","spdes fast track renewal for ny0155764",2023-02-15 05:00:00,2023-03-17 04:00:00,FALSE,FALSE
"NY0148164_2022-10-26","NACHLAS ENUNAH BUNG'S WOODLAND BUNGALOWS",1487,"NY0148164","3-4846-00201/00001","NACHLAI EMUNAH BUNGALOWS INC","Renewal Treat as New",2022-10-26,"Issued","spdes fast track renewal and transfer for # ny0148164",2023-05-10 04:00:00,2023-06-09 04:00:00,FALSE,TRUE
"NY0088510_2022-12-19","SEAWANHAKA CORINTHIAN YACHT CLUB PROPERTY",1488,"NY0088510","1-2824-00727/00001","SEAWANHAKA CORINTHIAN YACHT CLUB","Renewal Treat as New",2022-12-19,"Issued","spdes fast track renewal for # ny0088510",2023-06-28 04:00:00,2023-07-28 04:00:00,FALSE,FALSE
"NY0215805_2021-05-10","EDWARDS-KNOX CENTRAL SCHOOL & BUS GARAGE",1489,"NY0215805","6-4078-00017/00001","EDWARDS-KNOX CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-05-10,"Issued","spdes fast track renwal for # ny0215805",2021-08-11 04:00:00,2021-09-10 04:00:00,FALSE,FALSE
"NY0152161_2020-01-21","FOREST MANOR MHP",1490,"NY0152161","7-0332-00047/00001","FOREST MANOR LLC","Renewal Treat as New",2020-01-21,"Issued","spdes fast track renewal for # ny0152161",2020-02-05 05:00:00,2020-03-06 05:00:00,FALSE,FALSE
"NY0247367_2022-12-06","MCWA WEBSTER WTP AND LAKE WATER PUMP STATION",1491,"NY0247367","8-2699-00097/00001","MONROE COUNTY WATER AUTHORITY","Renewal Treat as New",2022-12-06,"Issued","spdes fast track renewal for ny0247367",2023-03-29 04:00:00,2023-04-28 04:00:00,FALSE,FALSE
"NYR10D920_2022-09-26","BLENHEIM-GILBOA PUMPED STORAGE PROJECT",1492,"NYR10D920","4-4399-00003/00001","NEW YORK POWER AUTHORITY","Renewal Treat as New",2022-09-26,"Issued","spdes fast track renewal for # ny0192392",2022-10-05 04:00:00,2022-11-04 04:00:00,FALSE,FALSE
"NY0192392_2022-09-26","BLENHEIM-GILBOA PUMPED STORAGE PROJECT",1492,"NY0192392","4-4399-00003/00001","NEW YORK POWER AUTHORITY","Renewal Treat as New",2022-09-26,"Issued","spdes fast track renewal for # ny0192392",2022-10-05 04:00:00,2022-11-04 04:00:00,FALSE,FALSE
"NY0250473_2022-12-19","LILLY'S FARM MARKET",1493,"NY0250473","3-4846-00203/00001","KATHRYN FLEISCHER","Renewal Treat as New",2022-12-19,"Issued","spdes fast track renewal for # ny0250473",2023-01-04 05:00:00,2023-02-03 05:00:00,FALSE,FALSE
"NY0097764_2021-02-17","ELG Utica Alloys, LLC",1494,"NY0097764","6-2130-00059/00001","HERKIMER DISTRIBUTION LLC","Renewal Treat as New",2021-02-17,"Issued","spdes fast track renewal for # ny0097764",2021-04-14 04:00:00,2021-05-14 04:00:00,FALSE,FALSE
"NYR00E566_2021-02-17","ELG Utica Alloys, LLC",1494,"NYR00E566","6-2130-00059/00001","HERKIMER DISTRIBUTION LLC","Renewal Treat as New",2021-02-17,"Issued","spdes fast track renewal for # ny0097764",2021-04-14 04:00:00,2021-05-14 04:00:00,FALSE,FALSE
"NY0164933_2022-01-20","DOVER RIDGE ESTATES",1495,"NY0164933","3-1322-00063/00001","TOWN OF BEEKMAN","Renewal Treat as New",2022-01-20,"Issued","ebps full technical review and modification",2022-10-19 04:00:00,2022-11-18 05:00:00,FALSE,FALSE
"NYR00F721_2022-01-04","Knowles Cazenovia",1496,"NYR00F721","7-2542-00125/00017","Knowles Cazenovia Inc","Renewal Treat as New",2022-01-04,"Issued","spdes fast track renewal for ny0262005",2022-02-09 05:00:00,2022-03-11 05:00:00,FALSE,FALSE
"NY0262005_2022-01-04","Knowles Cazenovia",1496,"NY0262005","7-2542-00125/00017","Knowles Cazenovia Inc","Renewal Treat as New",2022-01-04,"Issued","spdes fast track renewal for ny0262005",2022-02-09 05:00:00,2022-03-11 05:00:00,FALSE,FALSE
"NYR10D638_2022-01-04","Knowles Cazenovia",1496,"NYR10D638","7-2542-00125/00017","Knowles Cazenovia Inc","Renewal Treat as New",2022-01-04,"Issued","spdes fast track renewal for ny0262005",2022-02-09 05:00:00,2022-03-11 05:00:00,FALSE,FALSE
"NYR00B662_2022-01-04","Knowles Cazenovia",1496,"NYR00B662","7-2542-00125/00017","Knowles Cazenovia Inc","Renewal Treat as New",2022-01-04,"Issued","spdes fast track renewal for ny0262005",2022-02-09 05:00:00,2022-03-11 05:00:00,FALSE,FALSE
"NY0215597_2022-02-09","RIVERWOOD ESTATES",1497,"NY0215597","6-2232-00282/00001","Rose Shore Homes Inc","Renewal Treat as New",2022-02-09,"Suspended Indefinitely","spdes fast track reneal for ny0215597",NA,NA,FALSE,FALSE
"NY0240001_2020-12-21","HAMLET OF ESSEX WATER FILTRATION PLANT",1498,"NY0240001","5-1526-00035/00003","TOWN OF ESSEX","Renewal Treat as New",2020-12-21,"Issued","renewal and modification of permit",2021-01-20 05:00:00,2021-02-19 05:00:00,FALSE,FALSE
"NY0256455_2020-12-21","HAMLET OF ESSEX WATER FILTRATION PLANT",1498,"NY0256455","5-1526-00035/00003","TOWN OF ESSEX","Renewal Treat as New",2020-12-21,"Issued","renewal and modification of permit",2021-01-20 05:00:00,2021-02-19 05:00:00,FALSE,FALSE
"NY0203696_2021-04-27","CHEDWEL CLUB",1499,"NY0203696","9-0636-00060/00001","THE CHEDWEL CLUB ASSOCIATION INC","Renewal Treat as New",2021-04-27,"Suspended Indefinitely","spdes fast track renewal for # ny0203696",NA,NA,FALSE,FALSE
"NY0130630_2022-03-02","DEERFIELD ESTATES MOBILE HOME PARK",1500,"NY0130630","5-1736-00012/00003","Deerfield Fee LLC","Minor Modification",2022-03-02,"Withdrawn by Applicant","mod transfer to deerfield fee llc",NA,NA,FALSE,TRUE
"NY0130630_2022-03-02","DEERFIELD ESTATES MOBILE HOME PARK",1500,"NY0130630","5-1736-00012/00003","Deerfield Valley MHP LLC","Minor Modification",2022-03-02,"Withdrawn by Applicant","mod transfer to deerfield fee llc",NA,NA,TRUE,TRUE
"NY0130630_2022-06-16","DEERFIELD ESTATES MOBILE HOME PARK",1500,"NY0130630","5-1736-00012/00003","Deerfield Valley MHP LLC","Renewal Treat as New",2022-06-16,"Issued","spdes fast track renewal for # ny0130630",2022-07-20 04:00:00,2022-08-19 04:00:00,FALSE,FALSE
"NY0201006_2021-04-30","GOWANUS GENERATING STATION",1501,"NY0201006","2-6102-00116/00019","ASTORIA GENERATING COMPANY, L.P.","Renewal Treat as New",2021-04-30,"Issued","spdes fast track renewal for # ny020100116",2021-12-01 05:00:00,2021-12-31 05:00:00,FALSE,FALSE
"NY0245402_2021-02-03","BRIGZNA PROPERTY",1502,"NY0245402","8-1822-00022/00001","AIVARS & SUSAN BRIGZNA","Renewal Treat as New",2021-02-03,"Issued","spdes fast track renewal for # ny0245402",2021-03-17 04:00:00,2021-04-16 04:00:00,FALSE,FALSE
