1241997688	20250506	202505	2025	2025.3452	RUS	RUSSIA	RUS																		0	190	190	19	4	-10.0	1	1	1	-4.99021526418787	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241997689	20250506	202505	2025	2025.3452	RUS	RUSSIA	RUS																		0	190	190	19	4	-10.0	1	1	1	-4.99021526418787	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								1	Russia	RS	RS		60	100	RS	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241997690	20250506	202505	2025	2025.3452	RUS	RUSSIA	RUS																		0	190	190	19	4	-10.0	3	1	3	-4.99021526418787	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241997691	20250506	202505	2025	2025.3452	RUS	RUSSIA	RUS								MIL	MILITARY						MIL			1	017	017	01	1	0.0	2	1	2	1.98019801980198	4	Spasskaya, Lipetskaya Oblast', Russia	RS	RS43	25071	52.2228	38.3444	10784289	4	Spasskaya, Lipetskaya Oblast', Russia	RS	RS43	25071	52.2228	38.3444	10784289	4	Spasskaya, Lipetskaya Oblast', Russia	RS	RS43	25071	52.2228	38.3444	10784289	20250506020000	https://brooklyneagle.com/articles/2025/05/05/our-world-in-photos-may-5-2025/
1241997692	20250506	202505	2025	2025.3452	RUSGOV	RUSSIA	RUS					GOV													0	111	111	11	3	-2.0	1	1	1	-4.91990846681922	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506020000	https://www.santafenewmexican.com/news/national_and_world_news/irans-top-diplomat-in-pakistan-to-mediate-in-the-escalation-with-india-over-the-kashmir/article_cd90c4df-4c76-5ec9-b359-90780096e17f.html
1241997693	20250506	202505	2025	2025.3452	SDN	SUDAN	SDN																		0	010	010	01	1	0.0	5	1	5	-7.22021660649822	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	0								4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20250506020000	https://www.brecorder.com/news/40361153/icj-throws-out-sudan-genocide-case-against-uae
1241997694	20250506	202505	2025	2025.3452	SDN	SUDAN	SDN								BUS	COMPANY						BUS			0	060	060	06	2	6.0	4	1	4	-3.16939890710382	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20250506020000	https://www.brecorder.com/news/40361137/biafo-industries-limited
1241997695	20250506	202505	2025	2025.3452	SDN	DARFUR	SDN								CVL	CIVILIAN						CVL			0	190	190	19	4	-10.0	5	1	5	-7.22021660649822	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20250506020000	https://www.brecorder.com/news/40361153/icj-throws-out-sudan-genocide-case-against-uae
1241997696	20250506	202505	2025	2025.3452	SDN	DARFUR	SDN								IGOUNO	UNITED NATIONS		UNO				IGO			0	190	190	19	4	-10.0	3	1	3	-7.22021660649822	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20250506020000	https://www.brecorder.com/news/40361153/icj-throws-out-sudan-genocide-case-against-uae
1241997697	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								GOV	JUSTICE MINISTER						GOV			0	043	043	04	1	2.8	8	1	8	-2.99727520435967	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.latintimes.com/another-country-embraces-el-salvadors-hardline-approach-crime-new-mega-prison-582346
1241997698	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								JUD	JUDGE						JUD			0	043	043	04	1	2.8	2	1	2	-5.21091811414392	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997699	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								JUD	JUDGE						JUD			0	043	043	04	1	2.8	2	1	2	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997700	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								JUD	JUDGE						JUD			0	043	043	04	1	2.8	6	1	6	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997701	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								SLVGOV	EL SALVADOR	SLV					GOV			0	043	043	04	1	2.8	2	1	2	-2.99727520435967	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.latintimes.com/another-country-embraces-el-salvadors-hardline-approach-crime-new-mega-prison-582346
1241997702	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								UAF	TERRORIST						UAF			0	043	043	04	1	2.8	2	1	2	-7.74647887323943	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	20250506020000	https://us.cnn.com/2025/05/05/politics/hearing-tren-de-aragua-detainees
1241997703	20250506	202505	2025	2025.3452	SLV	EL SALVADOR	SLV								UAF	TERRORIST						UAF			0	043	043	04	1	2.8	8	1	8	-7.74647887323943	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	1	Venezuela	VE	VE		8	-66	VE	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	20250506020000	https://us.cnn.com/2025/05/05/politics/hearing-tren-de-aragua-detainees
1241997704	20250506	202505	2025	2025.3452	SLVGOV	EL SALVADOR	SLV					GOV			SLV	EL SALVADOR	SLV								0	042	042	04	1	1.9	2	1	2	-2.99727520435967	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.latintimes.com/another-country-embraces-el-salvadors-hardline-approach-crime-new-mega-prison-582346
1241997705	20250506	202505	2025	2025.3452	SLVGOV	EL SALVADOR	SLV					GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997706	20250506	202505	2025	2025.3452	SLVGOV	EL SALVADOR	SLV					GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997707	20250506	202505	2025	2025.3452	SLVGOV	EL SALVADOR	SLV					GOV			USA	UNITED STATES	USA								1	0841	084	08	2	7.0	1	1	1	-5.21091811414392	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997708	20250506	202505	2025	2025.3452	SLVGOV	EL SALVADOR	SLV					GOV			USA	UNITED STATES	USA								1	0841	084	08	2	7.0	2	1	2	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997709	20250506	202505	2025	2025.3452	SLVGOV	EL SALVADOR	SLV					GOV			USA	UNITED STATES	USA								1	0841	084	08	2	7.0	1	1	1	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997710	20250506	202505	2025	2025.3452	SLVJUD	EL SALVADOR	SLV					JUD			GOV	GOVERNMENT						GOV			1	011	011	01	1	-0.1	1	1	1	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997711	20250506	202505	2025	2025.3452	SOM	SOMALIA	SOM								THACVL	THAILAND	THA					CVL			0	1821	182	18	4	-9.0	2	1	2	-3.34448160535117	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://hotair.com/tree-hugging-sister/2025/05/05/obama-and-omar-whining-in-a-tree-irritating-the-crap-out-of-you-and-me-n3802459
1241997712	20250506	202505	2025	2025.3452	SPY	INTELLIGENCE						SPY			REB	SUICIDE BOMBER						REB			1	015	015	01	1	0.0	5	1	5	-9.24855491329478	4	Khuzdar, Balochistan, Pakistan	PK	PK02	40300	27.7384	66.6434	10574051	4	Khuzdar, Balochistan, Pakistan	PK	PK02	40300	27.7384	66.6434	10574051	4	Khuzdar, Balochistan, Pakistan	PK	PK02	40300	27.7384	66.6434	10574051	20250506020000	https://www.thenews.com.pk/print/1308831-india-plotting-terrorism-in-balochistan-intelligence-sources
1241997713	20250506	202505	2025	2025.3452	TCD	CHAD	TCD																		1	040	040	04	1	1.0	3	1	3	-2.49221183800623	3	University Of Denver, Colorado, United States	US	USCO	CO031	39.6777	-104.961	184869	0								3	University Of Denver, Colorado, United States	US	USCO		39.6777	-104.961	184869	20250506020000	https://www.yahoo.com/news/aurora-considering-agreement-fbi-buckley-215501482.html
1241997714	20250506	202505	2025	2025.3452	TCD	CHAD	TCD								EDU	PROFESSOR						EDU			1	040	040	04	1	1.0	3	1	3	-2.49221183800623	3	University Of Denver, Colorado, United States	US	USCO	CO031	39.6777	-104.961	184869	3	University Of Denver, Colorado, United States	US	USCO		39.6777	-104.961	184869	3	University Of Denver, Colorado, United States	US	USCO		39.6777	-104.961	184869	20250506020000	https://www.yahoo.com/news/aurora-considering-agreement-fbi-buckley-215501482.html
1241997715	20250506	202505	2025	2025.3452	TCD	CHAD	TCD								USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	-2.49221183800623	3	University Of Denver, Colorado, United States	US	USCO	CO031	39.6777	-104.961	184869	3	University Of Denver, Colorado, United States	US	USCO		39.6777	-104.961	184869	3	University Of Denver, Colorado, United States	US	USCO		39.6777	-104.961	184869	20250506020000	https://www.yahoo.com/news/aurora-considering-agreement-fbi-buckley-215501482.html
1241997716	20250506	202505	2025	2025.3452	THA	THAILAND	THA								CVL	TOURIST						CVL			0	0874	087	08	2	10.0	10	1	10	4.55840455840456	4	Wat Phra Yai, Surat Thani, Thailand	TH	TH60	27082	9.57099	100.06	-3413090	4	Wat Phra Yai, Surat Thani, Thailand	TH	TH60	27082	9.57099	100.06	-3413090	4	Wat Phra Yai, Surat Thani, Thailand	TH	TH60	27082	9.57099	100.06	-3413090	20250506020000	https://thethaiger.com/travel/thailand-travel/where-to-travel-in-thailand-in-may
1241997717	20250506	202505	2025	2025.3452	THA	THAILAND	THA								THAMIL	THAILAND	THA					MIL			0	084	084	08	2	7.0	1	1	1	-11.7142857142857	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	20250506020000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/06/prosecutors-dismiss-royal-insult-charges
1241997718	20250506	202505	2025	2025.3452	THA	THAILAND	THA								USA	THE US	USA								0	061	061	06	2	6.4	5	1	5	-1.41732283464567	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250506020000	https://www.chinadaily.com.cn/a/202505/06/WS68194147a310a04af22bd898.html
1241997719	20250506	202505	2025	2025.3452	THALEG	THAILAND	THA					LEG			THAMIL	THAILAND	THA					MIL			0	084	084	08	2	7.0	1	1	1	-11.7142857142857	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	20250506020000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/06/prosecutors-dismiss-royal-insult-charges
1241997720	20250506	202505	2025	2025.3452	TUR	TURKISH	TUR								CYP	CYPRIOT	CYP								0	120	120	12	3	-4.0	10	1	10	-2.89532293986637	4	Mia Milia, Nicosia, Cyprus	CY	CY04	14810	35.2083	33.4208	-2738582	4	Mia Milia, Nicosia, Cyprus	CY	CY04	14810	35.2083	33.4208	-2738582	4	Mia Milia, Nicosia, Cyprus	CY	CY04	14810	35.2083	33.4208	-2738582	20250506020000	https://greekcitytimes.com/2025/05/06/cyprus-talks-stall-as-tatar-rejects-christodoulides-proposals/
1241997721	20250506	202505	2025	2025.3452	UAF	MILITIA						UAF													1	130	130	13	3	-4.4	5	1	5	-3.68324125230203	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250506020000	https://www.channel3000.com/news/national-and-world-news/a-militarized-conspiracy-theorist-group-believes-radars-are-weather-weapons-and-is-trying-to-destroy/article_3cdc4166-58c2-5c0e-8a87-72fa145b1deb.html
1241997722	20250506	202505	2025	2025.3452	UAF	MILITIA						UAF													1	130	130	13	3	-4.4	10	1	10	-3.30882352941176	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250506020000	https://us.cnn.com/2025/05/05/weather/weather-weapons-nws-radar-attack
1241997723	20250506	202505	2025	2025.3452	UAF	TERRORIST						UAF			CRM	GANG						CRM			0	1821	182	18	4	-9.0	3	1	3	-3.34448160535117	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://hotair.com/tree-hugging-sister/2025/05/05/obama-and-omar-whining-in-a-tree-irritating-the-crap-out-of-you-and-me-n3802459
1241997724	20250506	202505	2025	2025.3452	UAF	TERRORIST						UAF			SLV	EL SALVADOR	SLV								0	042	042	04	1	1.9	2	1	2	-7.74647887323943	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	20250506020000	https://us.cnn.com/2025/05/05/politics/hearing-tren-de-aragua-detainees
1241997725	20250506	202505	2025	2025.3452	UAF	TERRORIST						UAF			SLV	EL SALVADOR	SLV								0	042	042	04	1	1.9	8	1	8	-7.74647887323943	1	Venezuela	VE	VE		8	-66	VE	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	4	Tecoluca, San Vicente, El Salvador	ES	ES12	15770	13.5333	-88.7833	-1148435	20250506020000	https://us.cnn.com/2025/05/05/politics/hearing-tren-de-aragua-detainees
1241997726	20250506	202505	2025	2025.3452	UIS	THE INTERNATIONAL COMMUNITY						UIS													1	120	120	12	3	-4.0	6	1	6	-6.68740279937792	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	http://en.people.cn/n3/2025/0506/c90000-20310581.html
1241997727	20250506	202505	2025	2025.3452	UIS	THE INTERNATIONAL COMMUNITY						UIS			EGY	EGYPT	EGY								1	120	120	12	3	-4.0	4	1	4	-6.68740279937792	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20250506020000	http://en.people.cn/n3/2025/0506/c90000-20310581.html
1241997728	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR																		0	014	014	01	1	0.0	4	1	4	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	0								4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997729	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR																		0	110	110	11	3	-2.0	3	1	3	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	0								4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997730	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR																		0	193	193	19	4	-10.0	8	1	8	-4.17690417690418	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	0								4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997731	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								CVL	CITIZEN						CVL			1	043	043	04	1	2.8	6	1	6	-4.17690417690418	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997732	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								CVL	CITIZEN						CVL			1	043	043	04	1	2.8	2	1	2	-4.17690417690418	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997733	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								CVL	CITIZEN						CVL			1	043	043	04	1	2.8	2	1	2	-4.17690417690418	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997734	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								EDULEG	UNIVERSITY						EDU	LEG		0	194	194	19	4	-10.0	4	1	4	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997735	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	2	1	2	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997736	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								ISR	ISRAEL	ISR								0	040	040	04	1	1.0	1	1	1	-4.18410041841005	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250506020000	https://pacific.scoop.co.nz/2025/05/new-zealand-media-proposes-compulsory-military-training/
1241997737	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								ISR	ISRAEL	ISR								0	040	040	04	1	1.0	2	1	2	-4.18410041841005	1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	https://pacific.scoop.co.nz/2025/05/new-zealand-media-proposes-compulsory-military-training/
1241997738	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								ISR	ISRAEL	ISR								0	040	040	04	1	1.0	5	1	5	-4.18410041841005	1	Ukraine	UP	UP		49	32	UP	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	https://pacific.scoop.co.nz/2025/05/new-zealand-media-proposes-compulsory-military-training/
1241997739	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	051	051	05	1	3.4	2	1	2	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997740	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	051	051	05	1	3.4	2	1	2	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	1	Russia	RS	RS		60	100	RS	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997741	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								USA	WASHINGTON	USA								1	043	043	04	1	2.8	6	1	6	-4.17690417690418	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	2	Washington, United States	US	USWA		47.3917	-121.571	WA	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997742	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								USA	WASHINGTON	USA								1	043	043	04	1	2.8	4	1	4	-4.17690417690418	4	Dobropillya, Khersons'ka Oblast', Ukraine	UP	UP08	28553	46.2344	32.5825	-1037892	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997743	20250506	202505	2025	2025.3452	UKR	UKRAINE	UKR								USAGOV	UNITED STATES	USA					GOV			0	112	112	11	3	-2.0	2	1	2	-4.17690417690418	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	http://www.chronline.com/stories/southwest-washington-chaplain-returns-from-ukraine-concerned-over-trump-era-shift,380230
1241997744	20250506	202505	2025	2025.3452	USA	DALLAS	USA																		0	010	010	01	1	0.0	10	1	10	-2.10970464135021	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250506020000	https://www.yahoo.com/news/penndot-2024-traffic-fatalities-pennsylvania-012100895.html
1241997745	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-1.14503816793894	3	Upper Basin, Utah, United States	US	USUT	UT013	40.493	-110.638	1446848	0								3	Upper Basin, Utah, United States	US	USUT		40.493	-110.638	1446848	20250506020000	https://www.ksut.org/environment-climate/2025-05-05/the-colorado-river-needs-some-shared-pain-to-break-a-deadlock-water-experts-say
